,user_id,business_id,text,date,compliment_count
1828,uf1UdKswKWOqFLUvRvvbzA,RJNAeNA-209sctUO0dmwuA,"['yummi', 'onion', 'string', 'breakfast', 'potato']",2013-02-03 18:23:28,0
1829,UasklH6YXUWc84xIbbfzuQ,gv47gtyCkw_8OyexHrqdDA,"['thi', 'classi', 'steak', 'hous', 'readi', 'good', 'food', '!', 'their', 'site', 'dri', 'age', 'room', 'run', 'put', 'pretti', 'fine', 'choic']",2014-07-27 00:55:40,0
1830,Q1IENmNc6bdDruACmhy4mg,uvPv-iPbOtp0Zhgzwn0A3w,"['gluten', 'free', 'cider', 'avail', '!', 'noth', 'beat', 'terrac', 'nice', 'day', '!']",2014-06-06 00:32:25,0
1831,uf1UdKswKWOqFLUvRvvbzA,naPGOTVEpRZavvn9-sFg8A,"['love', 'savori', 'scone', 'breakfast', 'croissant', '!', '!', '!']",2011-01-29 20:07:04,0
1832,d5WLqmTMvmL7-RmUDVKqqQ,6HLacZd6X2tz16IP3dHMEA,"['they', 'serv', 'food', 'mini', 'brat', 'pretzel', 'chees', 'curd', 'cold']",2017-07-13 01:46:09,0
1833,9roZU3u9hBlV8VmH6456rg,RMkBZDwEbcv5Ctd-a2A0Lw,"['they', 'zapp', 'potato', 'chip']",2012-06-02 21:01:38,0
1834,IDlGQ1w4GN1LfABuHI3jlQ,c5mnoNYWzsw_gJSZ0C4b6w,"['great', 'pizza', '!', 'great', 'drink', 'great', 'servic']",2016-05-27 23:50:25,0
1835,_muhtS8ZFnV61s7Q4JXDwQ,nsw3tlB-hwz4KbPYcuaSww,"['pizza', 'cook', '90', 'second', '!']",2017-01-12 12:43:37,0
1836,9roZU3u9hBlV8VmH6456rg,b8u5AasAkEcqTwKlSjcHIw,"['our', 'busi', 'suck']",2013-02-02 20:17:16,0
1837,tG5s3vgVpHun0unatapjMg,EvsbXberGLbwGGVWb-n2-w,"['free', 'food', 'birthday']",2016-02-20 23:10:05,0
1838,HNycc5PctOiR2PXb-TFCIQ,zEJnehBheo9BeT8_o9hvLQ,"['they', 'kid', ""'"", 'meal', '!', 'noodl', 'two', 'side', 'drink', '$', '5', ':']",2016-02-11 02:20:04,0
1839,kzz4lKJl5b-Kqs6f_H7u3w,jaoFwU5mqxtw2JpZrM73Yg,"['the', 'bento', 'box', 'huge', 'let', 'miso', 'soup', 'lukewarm', 'dumpl', 'far', 'fresh', 'tast', 'chicken', 'teriyaki', 'tast', 'twice-cook', 'california', 'roll', 'groceri', 'store', 'qualiti', 'I', ""'m"", 'get', 'disappoint', 'time', 'I', 'go', 'back', 'osaka', 'hous', 'late', ':', ""'""]",2015-10-17 23:44:18,0
1840,FE3Pu7Atw-yaio0m4OOImA,K-haZKqNHIJwWlFvbnn7vA,"['seat', 'insid', 'bit', 'crowd', 'weekend', 'tri', 'grab', 'seat', 'quickli', 'see', 'one', 'open']",2017-10-22 21:10:59,0
1841,JUT0U3HTSB3kz9Wh7N0GqA,ewEDv_q-K0fV0FepkHB8sA,"['they', 'serv', 'food', 'late', 'and', 'I', ""'m"", 'eat']",2012-10-21 05:40:32,2
1842,UasklH6YXUWc84xIbbfzuQ,sXYkjcuGhtaYP8yeQPaHgA,"['veri', 'fanci', 'food', 'good', '!', 'In', 'opinion', 'one', 'top', 'five', 'restaur', 'madison']",2014-01-19 00:35:10,0
1843,sh9lnj7mCyL01Hde78O9gA,DHiXfpd_vSfCCeFXPSucTA,"['the', 'pop', 'tart', 'put', 'nabisco', 'shame']",2012-08-05 14:58:21,0
1844,tbycp0aRhRsiAVYUAVR_uQ,scCQqfGfHipwVV43opvMJw,"['sign', 'mobil', 'coupon', '!', 'great', 'one', 'day', 'deal', 'tend', 'pop']",2014-03-30 02:59:25,0
1845,niuSuIKt6XCiTwh0hLbbUg,aLZTOa5e2ON9mmDQcw6GtQ,"['the', 'best', 'tortilla', '!']",2014-11-08 19:09:27,0
1846,6CzDXsYJNXLLbmDAaES4tQ,NiBzh0kHusvH5rdnpm7yVw,"['the', 'pad', 'thai', 'fabul', 'everyon', 'rave', '!']",2015-05-08 18:45:42,0
1847,9753eOrBVUepAl3hUoHpiw,NiBzh0kHusvH5rdnpm7yVw,"['get', 'duck', '!']",2015-05-16 00:11:30,0
1848,bPl7iZmAuPf2oh3R6XoRMQ,p4qvXkb34X8hgidxEZ33Gw,"['I', 'love', 'place', 'everyth', 'I', 'ever', 'gotten', 'awesom']",2016-05-21 03:23:36,0
1849,dEwWcT9pQvl8OuBTlmvelA,wfsCX4M-uf_l-hQA1sSWyQ,"['alway', 'great', 'food', 'servic']",2016-02-23 19:05:37,0
1850,KurYvKLVgvVEY9pyxfqXwQ,BF4RaOWyjLDa9OvriKc1sA,"['greasi', 'otherwis', 'good', 'bar', 'food']",2017-11-07 02:22:14,0
1851,oNQI-ZQnalRlLyZxKkJ08A,ues2rFe_hbRC7s232PX5QA,"['sit', 'upstair', 'It', ""'s"", 'gorgeou', '!']",2015-02-23 02:22:28,0
1852,V-8fL-KJlcWRY2lxuiMfyA,kPr9rYEkGwbRLgUHvKljQQ,"['best', 'pizza', 'madison', '!']",2015-09-20 22:11:10,0
1853,boLGreuzOXfreFivRIsbPg,uoV4aDfXbRmvyHSezdn--w,"['skip', 'bubbl', 'tea', ""'s"", 'good']",2017-09-25 02:25:42,0
1854,9SWtEX1k9AjRg93BAzMCpg,O_2ZfBojroXD0ND2qx99qQ,"['love', 'turn', 'starbuck', 'coffe', 'bag', 'free', 'coffe', '!']",2013-09-11 03:06:00,0
1855,aR6rQMWqxMBVch13dGCnSg,5paKcA2AAguJgZYBkr-I7A,"['they', 'punch', 'card', '!', 'I', ""'ve"", 'fill', 'mani', 'sometim', 'realli', 'busi', 'hand', 'drive', 'thru', ""'ll"", 'hand', 'back', 'without', 'punch', 'make', 'sure']",2018-03-29 16:58:20,0
1856,d5WLqmTMvmL7-RmUDVKqqQ,k9RUMKASTB6QZ-NkfnN8Fg,"['full', 'bar', 'servic', 'lower', 'level', 'loung']",2017-11-19 08:26:54,0
1857,OOFugtIPzCPi5bC8Fs1fGQ,YRAAdoAwqMegPKc1HUmxcQ,"['they', 'gluten', 'free', 'bun', '!', '!', '!']",2015-07-11 02:23:36,0
1858,EQSHAfMrLKqYK0zLx_01yw,LqEiVAAXdG734Z0YZMrZdg,"['pancak', 'bigger', 'head', 'open', '4am', 'weekend', 'what', ""'s"", 'like', '?']",2010-09-12 16:01:31,0
1859,5JOP01e-jC-N3OrnevM7bA,jwuR0AGCw_BaM8uEkKyVEw,"['doubl', 'check', 'order', 'leav', '!']",2016-02-18 17:39:12,0
1860,yTR-R5nbztFomebI8_k-1g,29o-qEDIRpXmVmSPNsH4sA,"['tiaramasu', 'serv', '3-4', 'peopl', 'highli', 'encourag', '!']",2015-09-12 02:46:33,0
1861,_UrgR8x-enYzt-XgnjJ3wQ,C37hwsGUHn_3-il0ypeY-Q,"['the', 'patio', 'nice', 'option', 'hipster', 'kid', 'smoke', 'cigarett', 'bewar', 'kind', 'shame', ""n't"", 'ban', 'smoke', 'realli', 'take', 'away', 'experi']",2015-05-30 00:52:48,0
1862,uf1UdKswKWOqFLUvRvvbzA,Dcj69NZJnbJhK-YHP_nULA,"['sit', 'bar', ""'s"", 'crowd']",2012-05-20 23:21:50,0
1863,LBGVtPFlxkzAWJPW5KhPNA,sPd3E7lFzd_yooiq-ekxtQ,"['half', 'price', 'margarita']",2014-04-03 22:59:00,0
1864,U7sj7oS-rotdKQiwrWYeSw,WVZOqMZR5uWQMPp3xMcHHA,"['you', 'download', 'app', 'order', 'food', 'drink', 'ahead', 'time', 'go', 'pick', ""'s"", 'readi', '!', 'super', 'handi', 'live', 'work', 'nearbi', '!']",2017-12-06 19:30:50,0
1865,JUT0U3HTSB3kz9Wh7N0GqA,OnKyFU0FsiPVd8Jwl6st6g,"['pop', 'picnic', '!', 'grab', 'sammi', 'sit', 'lawn', '!']",2014-06-07 16:41:06,0
1866,p3b-smCoDD4WgIF2upcIoQ,3-HFGxmbzSax-NySJ_LzDg,"['discount', 'everi', 'night', 'dramat', 'discount', 'roll', 'mon', 'tue', 'wed', '$', '2ish', '$', '10ish', '$', '2', 'beer', 'least', 'wine', 'thur', 'fri', 'sat', 'sun', 'all', 'you', 'can', 'eat', 'sushi', 'sund', '$', '26']",2016-12-06 04:37:27,0
1867,CY9iLsE2z_yLhLqJdD1WGw,h9ELiqDfwNktCvLEu1DDNg,"['the', 'tree', 'real', '!']",2011-06-08 03:05:34,0
1868,IhCAVnWWnwDjyrJyPpiBPg,V1JEkeAem05hps5ZCmMIgw,"['25', 'cent', 'wing', 'day', 'monday']",2017-08-09 16:07:32,0
1869,mUHJuirfyq3EsgNbhTkj2A,_FLNxsJ6T9WLkAdjwCLEqw,"['they', 'almond', 'milk', '!']",2015-02-13 14:47:43,0
1870,JUT0U3HTSB3kz9Wh7N0GqA,Twcjx4ofM9GWwXN6LVGSzw,"['awesom', 'snowmageddon', 'special']",2012-12-21 02:22:35,0
1871,ZNIn9PC0sHumZ0r5PG8tLQ,VeHqcEfR_-v2-bSvNYFgNA,"['never', 'disappoint', 'great', 'food', 'servic', 'price', 'atmospher']",2015-07-16 19:49:44,0
1872,hGB2k9KIlJIMdpJZbBGA_A,Y2TCGnkXJ1BmxMKLR1r8Jw,"['there', ""'s"", 'coupon', '2016-17', 'bucki', 'book']",2016-09-02 22:55:21,0
1873,tcWnoX_IfuDmlDl6o6y3_g,VeHqcEfR_-v2-bSvNYFgNA,"['everi', 'time', 'I', 'come', 'I', 'say', 'I', ""'ll"", 'get', 'someth', 'albanian', 'sausag', ""'s"", 'good', 'pass']",2012-03-31 12:42:15,0
1874,ZNIn9PC0sHumZ0r5PG8tLQ,jzr6jW5cQ0jpPhEo4kGMBw,"['alway', 'good', 'price', 'right', '!', '!']",2016-12-12 18:21:18,0
1875,uf1UdKswKWOqFLUvRvvbzA,Dcj69NZJnbJhK-YHP_nULA,"['belgian', 'beer', 'frite', '!']",2013-07-25 22:39:11,0
1876,CH9VC7aLLsV8NFdaoU_uog,hNpUT1RRuE6rj-QvnZvVqQ,"['all', 'favorit', 'origin', 'banzo', 'addit', 'sustain', 'caught', 'seafood', 'get', 'fix', '2', 'AM', '!']",2016-01-23 23:28:46,0
1877,s4BgZ9tRRPKxjUcOJcyomA,BgIIbIvVRk9vG-jt8KAenw,"['live', 'music', '!']",2014-04-10 03:42:10,0
1878,hT2Mw5m_SXBDVBuvA3KY-w,BuS11AF9XSHEShscxQEzeg,"['the', 'buttermilk', 'pancak', 'light', 'butteri', '&', 'fluffi', 'the', 'short', 'stack', '2', 'silver', 'dollar', 'grab', 'full', 'order']",2015-05-19 15:57:28,0
1879,FKclATu5-fmK6lsAUuHp7w,5paKcA2AAguJgZYBkr-I7A,"['free', 'park', 'entir', 'first', 'floor', 'park', 'garag', '-', 'enter', 'livingston', 'street']",2014-02-10 15:18:57,0
1880,WNyqg0CVOTcX3qkOFPei1g,Ec-h5JjXzy-pjfpb7d_BFQ,"['bueno', 'sabor', 'precio', 'competitivo']",2016-02-07 01:07:34,0
1881,Q1IENmNc6bdDruACmhy4mg,v14P9-vB1yjxFfFEYEWudw,"['gluten', 'free', 'bread', 'chocol', 'chip', 'cooki', 'avail', '!']",2016-12-12 05:13:49,0
1882,AmU-y6ZS3UyCZ1WXJhEAIA,FMMNajth88mWX76QVp6N9Q,"['good', 'food', 'bad', 'servic', 'stop', 'lunch', 'might', 'better', 'bcoz', 'u', ""n't"", 'expect', 'good', 'qualiti', 'servic', 'dinner', 'time']",2015-07-17 16:31:32,0
1883,q7ErGtcbhRPYjc-isoaZaw,Xl6I0-JmFE_6w28bku2idQ,"['pure', 'food', 'best', '!']",2012-11-24 20:12:25,0
1884,XmUoErm8KkfP_ti71nXgAg,7oG9TB-SFG9Tpo3QvrYIUQ,"['No', 'beer', 'sampl', 'flight']",2017-07-16 22:09:36,0
1885,PDycsKHq6f4WxrZ4gpC9ow,EKNm59ZMMRvb8N8Cm5F8Qw,"['coffe', 'drink', 'yummi', '!', 'can', 'get', 'quit', 'crowd', '!', 'basement', 'musti', 'gross']",2016-08-28 18:43:37,0
1886,uf1UdKswKWOqFLUvRvvbzA,Z8SXv1u_6rKicQy9P7G6fw,"['love', 'breakfast', 'special', '!', 'hot', 'hat', 'good']",2012-04-28 01:13:08,0
1887,SEZVQUIxNukcowUAR14VUQ,9gJjV1uydmM6ncehYn159g,"['give', 'spinach', 'corn', 'dish', 'chanc', 'So', 'good', '!']",2016-03-05 18:52:27,0
1888,uf1UdKswKWOqFLUvRvvbzA,XmsBtCykUtObXg4Q1mYpvg,"['season', 'punch', 'alway', 'hit', 'love', 'grit', 'side', 'all', 'snack', 'good', '!', 'love', 'bibimbap']",2013-07-17 23:29:09,0
1889,JlNWZ_lBYzkBMsQAqBLvCw,OoI3WUe4Xl86d53avy3oVA,"['poutin', 'tri']",2012-12-06 02:11:43,0
1890,Gh6sagblKhuMpWUDWeQjNg,aRIZPbrHwnM04TTXLYrFMg,"['outdoor', 'seat', 'avail']",2014-07-05 00:10:32,0
1891,ZE4-aASIemAEnqy198t1fw,o-D37YVIe0-ravg2HBG8Jw,"['torta', 'easili', 'feed', 'two', 'peopl', '!']",2018-01-21 06:03:54,0
1892,JUT0U3HTSB3kz9Wh7N0GqA,Twcjx4ofM9GWwXN6LVGSzw,"['friday', 'saturday', 'crap', '...', 'shoot']",2013-08-25 06:15:13,0
1893,uf1UdKswKWOqFLUvRvvbzA,yYgeUm-8qXhZiqTrVyQrKg,"['love', 'gyro']",2012-06-28 01:39:45,0
1894,O4GWB7-Vya0rGMZwASzncg,OCytAjNw1jvhfEF7KU43GA,"['breakfast', 'strong', 'suit', '...']",2014-09-20 12:46:00,0
1895,JqrWiuZklbXA2OiMlOGDRA,nD_SylumoZnWevDlWcyGcQ,"['thi', 'place', 'deserv', '5', 'star', '--', '-', ""'s"", 'deserv', '10', '!', 'amaz', '!', '!', '!', 'bisqu', 'game', 'hen', 'chees', 'dish', '-', 'unreal', 'flavor', 'great', 'servic', '!']",2011-08-06 01:44:23,0
1896,ftdc7cFdBdN9agj5dtdqfw,XmsBtCykUtObXg4Q1mYpvg,"['bibimbap', 'lunch', 'menu', '!']",2014-01-27 19:01:01,0
1897,boLGreuzOXfreFivRIsbPg,adU58x75VWjbsyFdoO_m3w,"['happi', 'nation', 'cheesecak', 'day', '!', 'come', 'today', '7/30/17', 'tomorrow', '7/31/17', 'half', 'cheesecak']",2017-07-30 20:41:48,0
1898,UasklH6YXUWc84xIbbfzuQ,kVXyz0mYd7NaGuGdM_VMeQ,"['more', 'bakeri', 'good', 'light', 'dinner', '!', 'lot', 'street', 'park', 'lakesid', 'St', 'thi', 'small', 'place', 'mayb', 'six', 'tabl', 'might', 'seat', 'twenti', 'peopl', '-', 'bare']",2014-10-10 00:34:08,0
1899,9brb3jp3oZVIlL5jt4ilCA,zZFf54UIKSTyAcszJ0Avhw,"['realli', 'cute', 'homey', 'diner', '!', 'gave', 'money', ""'s"", 'worth', 'great', 'comfort', 'food', '!', '!']",2015-09-20 19:43:39,0
1900,7Ia5yRck89GVyHzWZKRAYw,OoI3WUe4Xl86d53avy3oVA,"['they', ""'re"", 'issu', 'curd', 'tonight', 'the', 'poutin', 'littl', 'delay', 'even']",2012-12-07 00:19:04,0
1901,SOegnrCTG9gPmrQMU6x82A,_euNvs0P14284FXN1vZ_Pw,"['An', 'oasi', 'yummiti', 'good']",2013-03-28 13:27:39,0
1902,G5BqF32PyIQ5IvplDvpKnA,X0siHN0KchBjGKn9QsEAFg,"['$', '2', 'rail', 'mixer', 'everyon', 'hurri', '!']",2010-08-23 05:38:22,0
1903,ISJ860z59OPGcuBbo-kjXg,_n7WS5jqFs89WHOINineqg,"['the', 'smoke', 'chicken', 'consist', 'spectacular', 'green', 'fresh', 'latt', 'great', 'jolt', 'second', 'round', 'busi', 'day']",2014-04-17 17:21:26,0
1904,adtOywpRnG5-4mjQMQE1FA,C63sF-wG4f1doMIMv2qvOg,"[""n't"", 'skip', 'dessert', 'pizza', 'la', 'nutella', 'top', 'cappuccino', 'gelato', 'need']",2015-10-13 16:21:21,0
1905,reN-Y7lIjv3VW21I4Z8WHQ,Ug3Vx26eIrgUS5FJIPj-ng,"['they', ""n't"", 'serv', 'blanch', 'fri', 'anymor', 'their', 'new', 'fri', 'batter', 'not', 'good', 'old', 'one']",2015-07-01 17:54:04,0
1906,7Ia5yRck89GVyHzWZKRAYw,k76zkFY6PbIW4T_Riq15pQ,"['waffl', '!']",2012-08-26 16:06:21,0
1907,DEOH_z7QaXnrH7vnmDl5KA,QI-CI9wWRxtw60_aQK1BpA,"['weekend', 'special', '!']",2014-03-23 02:11:07,0
1908,nT3tLANzGy0a7DuB_GIQjA,DQMaUSbKsRtB5lJD3egqxQ,"['slow', 'servic', 'food', 'legit', '!']",2013-08-23 00:43:51,0
1909,WxogLmy3rS6qUSpAHRaEkg,hVzRXGGhRJfTXIasO3bq1w,"['you', 'order', 'paper', 'pay', 'It', ""'s"", 'bit', 'differ', 'front', 'get', 'clog', ""'s"", 'pretti', 'cheap', 'decent', 'tast']",2013-03-02 01:10:23,0
1910,WR4C0U4EML6kzwWDGDsGdg,NiBzh0kHusvH5rdnpm7yVw,"['the', 'red', 'curri', 'fantast']",2013-12-14 02:23:57,0
1911,MvorcaOt-J0cW2s0u-iarA,_omjGkkkddnKVWG3Uua9Kw,"['nice', 'five', 'guy', 'west', 'side', 'consist', 'good', 'food']",2015-09-22 18:53:52,0
1912,eujtZMdyJFxCbBoAZhcrEQ,Ixkvt0yxnRWlHWrqimHCjA,"['No', 'atm', 'definit', 'bummer']",2016-08-29 00:51:23,0
1913,yJP-54fC6lpYXXl5X0JyJw,DCab_cz7nDDW-IPsnKGb_A,"['fast', 'clean', 'fresh', 'delici', 'hot', 'food', 'friendli', 'afford', 'cash', 'order', 'less', '$', '5']",2014-04-16 16:17:54,0
1914,uf1UdKswKWOqFLUvRvvbzA,VMPSdoBgJuyS9t_x_caTig,"['cosi', 'restaur', '!', 'love', 'egg', 'roll', 'stuf', 'chicken', 'wing', '!', '!']",2011-09-13 00:09:21,0
1915,HRNysSGlkeq-Fjud0k0Y4Q,ILa-Xv5-h23A9OMrYK17oQ,"['thi', 'place', 'alway', 'pack', 'eat', 'food', 'work', 'laptop']",2016-01-06 16:04:42,0
1916,UpKyMVk02grOEJDPPsbZjQ,B0KLBjiTkR4gz-fYDYv13A,"['the', 'prime', 'rib', 'sandwich', 'excel', '!']",2015-09-14 18:50:29,0
1917,d5WLqmTMvmL7-RmUDVKqqQ,ey27rNqT2dqBqCP36iCNpQ,"['price', 'hot', 'pot', 'went']",2016-05-05 01:20:11,0
1918,L4j6jjo1pCalYPKMkHi0kw,8gVq0xCXVeAAS3-nsifAgQ,"['close', '!', 'thi', 'dragon-i']",2012-12-21 18:11:53,0
1919,d5WLqmTMvmL7-RmUDVKqqQ,keQlXWfz2K7GukqaReVyow,"['they', 'new', 'scratch', 'card', 'purchas', '$', '30', 'scratch', 'indic', 'win', '$', '$', 'next', 'visit', 'I', 'got', '$', '10', '!']",2017-01-29 03:05:45,1
1920,FKclATu5-fmK6lsAUuHp7w,oddJ8BhzGCrwlRbY9Qm7dQ,"['perman', 'close']",2013-10-16 19:21:12,0
1921,SEZVQUIxNukcowUAR14VUQ,MfUJzgce9m-w55auRE3wJQ,"['great', 'varieti', 'everyon', 'two', 'five', 'dollar', 'fish', 'sandwich', 'present', '!']",2016-03-03 17:09:17,0
1922,343SitEpnQj0HQDg41RIYQ,BuS11AF9XSHEShscxQEzeg,"['well', 'done', 'good', 'qualiti', 'nice', 'vibe', 'enjoy']",2013-11-30 15:10:28,0
1923,IRm88a4SxiAA9nndsMC9lA,2YlUn3s132hNq5ueGeIiJg,"['work', 'lunch']",2011-09-01 17:28:05,0
1924,d5WLqmTMvmL7-RmUDVKqqQ,YSUPAkyni4qpcHfrMOAEww,"['they', 'also', 'small', 'soup', 'sandwich', 'menu']",2016-06-03 20:43:59,0
1925,0IknfAj4nG_JZ8JiGSCzUg,PLiVD2blqBDRzAAd1_RxxQ,"['love', 'onlin', 'order', 'app', 'littl', 'thing', 'make', 'life', 'easier', 'way', 'work']",2017-10-20 12:25:46,0
1926,fqz6TBmIdWR8sQOOIyzB7g,BgIIbIvVRk9vG-jt8KAenw,"['I', 'love', 'place', 'serv', 'great', 'tom', 'jerri', '!']",2015-12-10 00:37:01,0
1927,Q1IENmNc6bdDruACmhy4mg,FTo64sohiSRBRM9e9NzeAQ,"['they', 'beer', 'sale', '!']",2016-05-20 23:45:37,0
1928,RTWsMisf73pGnbagf1vmvg,PLiVD2blqBDRzAAd1_RxxQ,"['wine', 'tast', 'errrrri', 'weekend', 'find', 'new', 'fave']",2014-01-26 01:27:22,0
1929,oNQI-ZQnalRlLyZxKkJ08A,1Os0g2rh6I50ZIXEZSaNkA,"['If', ""'re"", 'group', 'get', 'differ', 'type', 'fri', 'share', 'they', ""'re"", 'delici', 'enough', 'tri', 'least', '!']",2015-02-23 02:21:04,0
1930,uf1UdKswKWOqFLUvRvvbzA,yYgeUm-8qXhZiqTrVyQrKg,"['love', 'lamb/beef', 'gyro', 'even', 'though', 'I', 'usual', ""n't"", 'eat', 'lamb', '!', '!']",2012-04-25 00:28:14,0
1931,AEgYsg7EHi-Z6j8R3vd06w,VgGO13Fx7dQj4zg3IuVDLw,"['cash', 'atm', 'insid', 'charg', '$', '2.75', 'fee', '...']",2016-05-25 02:56:58,0
1932,M_UuEwc_HoqPhqgEzkjPrg,0ETtpZSd6f7q_-o-7gutPg,"['sea', 'salt', 'honey', 'butter', 'crepe', 'one', 'best', 'I', ""'ve"", 'tri', 'It', ""'s"", 'perfect', 'combin', 'flavor', 'you', 'WO', ""n't"", 'BE', 'sorri', 'I', 'promis', 'not', 'ornat', 'other', 'simpli', 'perfect']",2014-09-20 19:14:09,2
1933,ilgrAfnldXykcpoBwSMgnQ,TQSgOs4gahJ9g8Y_-whMsQ,"['get', 'pancak']",2017-09-30 20:29:04,0
1934,R6-3KTxBU37RB5KQDNLJCA,O_2ZfBojroXD0ND2qx99qQ,"['cold', 'cold', 'day', 'need', 'latt']",2012-01-18 20:27:07,0
1935,0LwHPkmzM7Oy2rBWJbrolg,PqLYjUuzSIUU94emDWxwLg,"['excel', 'and', 'I', 'love', 'decor', '!']",2017-12-19 19:23:57,0
1936,uf1UdKswKWOqFLUvRvvbzA,gNeiLxkopO1FgN4mjDESsA,"['such', 'ador', 'shop', 'local', 'craft', '!', ':']",2011-04-17 17:21:46,0
1937,FqNT4NXpauSXVzP9TXHkMg,sXYkjcuGhtaYP8yeQPaHgA,"['noth', 'I', ""n't"", 'like', '!']",2014-07-26 04:26:12,0
1938,uf1UdKswKWOqFLUvRvvbzA,SBnpT6JDbah-5l_52GM5sw,"['get', 'mussel', 'lunch', '!', '!', 'same', 'portion', 'cheaper', 'price', '!']",2011-01-23 18:47:43,0
1939,uf1UdKswKWOqFLUvRvvbzA,NYf9TKBKPpa1wkA_uwIlfg,"['love', 'b^3', 'warm', 'soup', 'cold', 'day']",2012-02-13 01:09:10,0
1940,6P1yQuEsOtw0Wwk3GU1EkA,M-caugKzJ9qLOmCBfD9Nyg,"['salmon', 'omlet', 'could', 'better', 'chiaquilla', 'pretti', 'good', 'brunch', 'they', 'make', 'good', 'miel']",2010-11-28 20:04:06,0
1941,gWl4igW_iaER7YJsSWO96g,k76zkFY6PbIW4T_Riq15pQ,"['now', ""'s"", 'warm', 'lunch', 'patio', 'drink', 'someth', 'ice', '--', 'make', 'ice', 'drink', 'right', 'way']",2010-04-02 12:31:53,0
1942,boLGreuzOXfreFivRIsbPg,oSrTdvRGrJ24ofcquIFoPA,"['lunch', 'special', 'come', 'miso', 'soup', 'hous', 'salad', 'I', ""'d"", 'recommend', 'miso', 'soup', '!']",2017-09-10 14:52:25,0
1943,KImDfKRpLV1vv7in15gehg,nnZU8CDlcDN8DBQ8KSqtmQ,"['weekend', 'brunch', '10am', '3pm']",2013-12-29 19:11:06,0
1944,XmUoErm8KkfP_ti71nXgAg,fYhGdDHq91Oz8Sgpleo-Vw,"['they', 'make', 'homemad', 'flavor', 'coffe', 'creamer', ':']",2017-01-08 14:06:04,0
1945,Gh6sagblKhuMpWUDWeQjNg,hEUAUdG4fBdYWvPeEASnng,"['new', 'chef', 'chef', 'chan', 'hong', 'kong', 'la', 'vega', 'move', 'madison', 'He', 'process', 'gather', 'equip', 'dim', 'dum', 'hope', 'feb']",2014-01-09 01:26:57,0
1946,9D2VmD82nZ18JaRl3lNcCQ,qkDlRkNfrXE_4t2vMrTo0A,"['you', 'tri', 'porto', 'salad', 'It', ""'s"", 'delici', '!']",2017-11-28 22:22:29,0
1947,APccGmb4kQAnyC0T-C2Bww,IsADZMYEJKXTtPfN9YsiBA,['fantast'],2017-07-09 22:29:18,0
1948,CH9VC7aLLsV8NFdaoU_uog,RDQ_812x82H72J7C6jG36Q,"['fun', 'see', 'varieti', 'latam', 'beer']",2014-04-25 23:49:05,0
1949,NLyNvJ9LGG0DFAvUph97wQ,v3AS5LGeV2Si4nOHZ7lgxQ,"['fetalici', '!', '!']",2013-07-24 23:49:01,0
1950,1lMU2hQKtPzYUxSuUH3q8g,2qjvYspb3bEmCaw1vmSk0g,"['best', 'sushi', 'wisconsin', 'period']",2011-01-23 21:46:46,0
1951,d5WLqmTMvmL7-RmUDVKqqQ,x6RgesZWfibmBAvBr8pYdg,"['the', 'chees', 'bread', '$', '12/loaf']",2015-06-08 20:41:43,0
1952,FKclATu5-fmK6lsAUuHp7w,Eydky7VulZijOJ37yl8IGQ,"['bottl', 'wine', 'half', 'monday']",2014-08-09 13:35:50,0
1953,UasklH6YXUWc84xIbbfzuQ,p4qvXkb34X8hgidxEZ33Gw,"['ap10', '&', 'hs6', 'w/chix', '-', 'spici', '!']",2013-10-08 22:42:19,0
1954,CH9VC7aLLsV8NFdaoU_uog,XxnQKE9jTD0bTE3LZ5NOtQ,"['come', 'impress', 'list', 'rotat', 'tap', 'stay', 'black', 'earth', 'meat', 'burger']",2014-04-01 23:58:56,0
1955,P_Zde35CGpwramd-lNA2wg,Dcj69NZJnbJhK-YHP_nULA,"['good', 'beer', 'food', 'truffl', 'frite', 'delici', 'summer', 'V', 'burger', 'excel', '&', 'scallop', 'season', 'perfect', 'even', 'littl', 'undercook', 'We', 'sent', 'back', 'came', 'perfect']",2014-07-12 23:14:35,0
1956,JUT0U3HTSB3kz9Wh7N0GqA,Hty6oLQ1_FSRW5XgZtWrXw,"['open', 'lunch', 'weekend', 'serv', 'dinner', 'menu']",2014-05-17 19:04:41,0
1957,uf1UdKswKWOqFLUvRvvbzA,vzqzoa-plufwTsQUwW_s6Q,"['nice', 'big', 'space']",2012-02-04 02:51:21,0
1958,SEZVQUIxNukcowUAR14VUQ,iwolsayKybBDW7gk1IzXvw,"['love', '--', 'explod', 'pig', 'sandwich', 'learn', 'get', 'live']",2016-06-25 18:50:34,0
1959,d5WLqmTMvmL7-RmUDVKqqQ,5P73h8f_5q-00YIIkUX4WA,"['the', 'corn', 'chowder', '+', 'lump', 'crab', 'chowder', '...', 'corn', 'chowder', 'roux', 'textur', 'piec', 'cold', 'crab', 'meat', 'sprinkl', 'top']",2018-01-07 15:12:21,0
1960,MJ6fyEwz3kXDPBFFGPKJIw,jxMIcr8wRj6CNlVQVDGHGQ,"['all', 'eat', 'chicken', 'rib', 'tuesday', 'thursday', '$', '11.95']",2010-07-13 23:03:56,0
