bussiness_name,advice1,advice2,zipcode,city,id,page,1_star,2_star,3_star,4_star,5_star,stars
DumplingHaus,Providing street parking can help you raise about 0.4 stars. Your bussiness does good in dinner meal. Outdoor seating is another way to improve your stars for about 0.2 stars. Bike parking is a nice service. Your customers are satisfied with the noise level in your bussiness. Providing wheel chair accessible is a good option to increase your star for about 0.2 stars. It is nice to provide alcohol and it does make your customer satisfied. Please provide free wifi in your bussiness.,"These sentences will affect the increase of business stars:
Great dumplings much cheaper and less pretentious than the hipster 
  I have a friend who lives and dies for the peanut noodles with chicken served cold.
I ordered a tofu salad and I got tofu with cornflakes on top.
These sentences will affect the decrease of business stars:
 They have a good variety, vegetarian options and noodles for those non-dumpling people (how can there be people 
I brought my friends from China here and they were blown away to find such traditional Chinese food in Wisconsin.
I had worked part time at Hilldale Mall, so I have been to this establishment many times.
",53705.0,Madison,489,17,14,21,59,81,83,4.0
Erbert and Gerbert's,Providing street parking can help you raise about 0.4 stars. Improving dinner sevice can help you raise about 0.2 stars. Outdoor seating is another way to improve your stars for about 0.2 stars. Bike parking is a nice service. Your customers are satisfied with the noise level in your bussiness. Providing wheel chair accessible is a good option to increase your star for about 0.2 stars. Your customer would like some alcohol in your bussiness.,"These sentences will affect the increase of business stars:
  After visiting some other Madison-area 
The only reason I gave this two stars is because the Wisconsin beer cheese 
The only reason I gave this two stars is because the Wisconsin beer cheese soup was 
These sentences will affect the decrease of business stars:
  After visiting some other Madis
The only reason I gave this two stars is because the Wisconsin beer cheese soup was deliciou
 If his fat ass could move fast enough 
",53703.0,Madison,490,17,1,3,4,8,2,3.5
Original Pancake House,Providing street parking can help you raise about 0.4 stars. Improving dinner sevice can help you raise about 0.2 stars. Outdoor seating is another way to improve your stars for about 0.2 stars. Bike parking is a nice service. Your customers are satisfied with the noise level in your bussiness. Providing wheel chair accessible is really helpful.Your customer would like some alcohol in your bussiness.Please provide free wifi in your bussiness.,"These sentences will affect the increase of business stars:
  Restaurant was 3/4 full; time from s
  I take that as a sign that the owner treats his people well, which is a good thing.
 Had a cup of coffee (unlimited refills)- coffee was great for a non-coffee shop establishment, however a little pricy.
These sentences will affect the decrease of business stars:
  We've also seen a number of the Latin BOH staff graduate to server, which I take as a sign the owner appreciates ALL of his staff.
This is one of my wife's and my top-5 go-to places.
 Had a cup of coffee (unlimited refills)- coffee was great for a non-coffee shop establishment, however a little pricy.
",53705.0,Madison,491,17,9,6,9,17,15,4.0
Three Brothers Pizza,Providing street parking can help you raise about 0.4 stars. Improving dinner sevice can help you raise about 0.2 stars. Outdoor seating is another way to improve your stars for about 0.2 stars. Bike parking is a nice service. Your customers are satisfied with the noise level in your bussiness. Providing wheel chair accessible is really helpful.It is nice to provide alcohol and it does make your customer satisfied. ,"These sentences will affect the increase of business stars:
They have Chocolate Shoppe ice cream so we go there often!
Friendly staff, yummy food, and convenient parking.
  We both liked our choices -- my sandwich was warm and tasty with ham, turkey, bacon, cheese, 
These sentences will affect the decrease of business stars:
  I had the club sandwich with fries and my friend had the 
 They serve breakfast all day and have a few Mexican dishes as well as classic Italian and pizza choice
  The quesadilla was very good and had chipotle seasoning and the scoop of guacamole was surprisingly 
",53521.0,Brooklyn,492,17,0,0,1,1,3,4.5
Pasqual's Cantina,Providing street parking can help you raise about 0.4 stars. Your bussiness does good in dinner meal. Your custormers love to have meal outside. Bike parking is a nice service. Your customers are satisfied with the noise level in your bussiness. Providing wheel chair accessible is a good option to increase your star for about 0.2 stars. It is nice to provide alcohol and it does make your customer satisfied. ,"These sentences will affect the increase of business stars:
  Overall, though, I would highly 
 Overall, the food was great, but the service was poor.
The food was good and I enjoyed all of it.
These sentences will affect the decrease of business stars:
  Overall, though, I would highly 
 The food came out in a reasonable time, but I did not have my sour cream.
  We waited probably around 10-15 minutes before anyone stopped by the table.
",53593.0,Verona,493,17,9,14,12,14,9,3.0
Lulu's Deli and Restaurant,It is nice to provide street parking. Improving dinner sevice can help you raise about 0.2 stars. Outdoor seating is another way to improve your stars for about 0.2 stars. Your customer need place to park their bikes. It can help improve about 0.2 stars. Your customers are satisfied with the noise level in your bussiness. Providing wheel chair accessible is a good option to increase your star for about 0.2 stars. It is nice to provide alcohol and it does make your customer satisfied. ,"These sentences will affect the increase of business stars:
Every single time I come to Madison, we always come here.
 I like certain restaurants too, but I don't go there once a week for 12 years!
I went to Lulu's for lunch yesterday with friends and enjoyed an amazing falafel sandwich with hummus.
These sentences will affect the decrease of business stars:
I had thought that my commentary on their prices 
  I have to agree with the reviews:  the 
  Shish Cafe is a better overall 
",53774.0,Madison,494,17,0,0,2,4,1,4.0
WeGo Waffles,Providing street parking can help you raise about 0.4 stars. Improving dinner sevice can help you raise about 0.2 stars. Outdoor seating is another way to improve your stars for about 0.2 stars. Your customer need place to park their bikes. It can help improve about 0.2 stars. Your customers are satisfied with the noise level in your bussiness. Providing wheel chair accessible is a good option to increase your star for about 0.2 stars. It is nice to provide alcohol and it does make your customer satisfied. ,"These sentences will affect the increase of business stars:
If I were in a better mood, or better 
Can I be real right now? I hate 
 I had been craving a good chicken and waffles dish for a few months so my boy
These sentences will affect the decrease of business stars:
 He explained they don't have chicken and waffles all the 
 You managed to impress me beyond words with food I don't 
 I guess the appeal is to the drunken sports fan crowd at bar 
",53558.0,Madison,495,17,1,0,0,0,3,4.0
QQ Asian Buffet,Providing street parking can help you raise about 0.4 stars. Improving dinner sevice can help you raise about 0.2 stars. Outdoor seating is another way to improve your stars for about 0.2 stars. Your customer need place to park their bikes. It can help improve about 0.2 stars. Your customers are satisfied with the noise level in your bussiness. Providing wheel chair accessible is a good option to increase your star for about 0.2 stars. It is nice to provide alcohol and it does make your customer satisfied. ,"These sentences will affect the increase of business stars:
   It has a new, sharp, clean, bright quality in the decor that extends to how efficiently and pleasantly the staff keep dish trays 
 Perhaps most scary is the food: If the management takes so little care of the dining area, how clean and sanitary can the cooking facility possibly be??? Furthermore, the temperature of the majority of the food on the 
The kitchen staff was constantly refilling and replacing platters, and you could tell that the food was being freshly made in the back.
These sentences will affect the decrease of business stars:
   It has a new, sharp, clean, bright 
 Perhaps most scary is the food: If the management takes so little care of the dining area, how clean and sanitary can the cooking facility possibly be??? Furthermore, the 
 There is an extremely long line of green mold growth on the ceiling in the dining 
",53704.0,Madison,496,17,4,3,2,2,0,2.0
Colectivo Coffee,It is nice to provide street parking. Improving dinner sevice can help you raise about 0.2 stars. Your custormers love to have meal outside. Bike parking is a nice service. Your customers are satisfied with the noise level in your bussiness. Providing wheel chair accessible is a good option to increase your star for about 0.2 stars. It is nice to provide alcohol and it does make your customer satisfied. ,"These sentences will affect the increase of business stars:
?I get it, no squatters or whatever, but WHAT THE HECKstill 
 Coffee, tea, baked goods are all locally sourced as much as possible (WI) and baked in Milwaukee!
 I always enjoyed grabbing a coffee and pastry Sun
These sentences will affect the decrease of business stars:
 Coffee, tea, baked goods are all locally sourced as much as possible (WI) and baked in Milwaukee!
  They have a welcoming staff and environment.
  They made my favorite latte to order and it was delicious.
",53703.0,Madison,497,17,6,16,20,81,46,4.0
Pat O'Malley's Jet Room,Providing street parking can help you raise about 0.4 stars. Improving dinner sevice can help you raise about 0.2 stars. Outdoor seating is another way to improve your stars for about 0.2 stars. Bike parking is a nice service. Your customers are satisfied with the noise level in your bussiness. Providing wheel chair accessible is a good option to increase your star for about 0.2 stars. Your customer would like some alcohol in your bussiness.,"These sentences will affect the increase of business stars:
 For what you get, including the cool view, the price was 
 A little off the beaten track but it's worth the 
 A little off the beaten track but it's 
These sentences will affect the decrease of business stars:
 Decor was very cool, aircraft themed as 
 Be prepared to wait if you have a big group, as it's 
 Be prepared to wait if you have a big group, as it's pretty 
",53704.0,Madison,498,17,2,5,9,44,57,4.5
McDonald's,Providing street parking can help you raise about 0.4 stars. Improving dinner sevice can help you raise about 0.2 stars. Outdoor seating is another way to improve your stars for about 0.2 stars. Bike parking is a nice service. Your customers are satisfied with the noise level in your bussiness. Providing wheel chair accessible is a good option to increase your star for about 0.2 stars. It is nice to provide alcohol and it does make your customer satisfied. ,"These sentences will affect the increase of business stars:
 fast forward a week later and I'm cleaning out my car and find the cup.
 So it's around 3:00pm and we drive through the drive through.
 The employees don't seem too happy here and I've had a few occasions in the 
These sentences will affect the decrease of business stars:
 When I went back to Ask to exchange for fresh fries, the 
 AND I had to wait 5 minutes to 
 I do have to say I called the store was told to come back and 
",53704.0,Madison,499,17,12,0,1,0,0,1.0
The Fountain,It is nice to provide street parking. Improving dinner sevice can help you raise about 0.2 stars. Your custormers love to have meal outside. Bike parking is a nice service. Your customers are satisfied with the noise level in your bussiness. Providing wheel chair accessible is a good option to increase your star for about 0.2 stars. It is nice to provide alcohol and it does make your customer satisfied. ,"These sentences will affect the increase of business stars:
love the over 100 year old bar in front bar and wallpaper is something to look at and the staff is all very friendly.
back bar is very cool, stuffed furniture near a fireplace and plenty of tables to sit at and nice bar.
  One star for the cheese curds, they were good, but I'm never going 
These sentences will affect the decrease of business stars:
love the over 100 year old bar in front bar and wallpaper is something to look at and the staff is all very friendly.
 The waitress was super nice and 
Ok Here is the scoop: Went here on Sunday because I have had the place bookmarked for ages.
",53703.0,Madison,500,17,9,16,11,13,26,3.5
Jimmy John's,Providing street parking can help you raise about 0.4 stars. Improving dinner sevice can help you raise about 0.2 stars. Outdoor seating is another way to improve your stars for about 0.2 stars. Your customer need place to park their bikes. It can help improve about 0.2 stars. Your customers are satisfied with the noise level in your bussiness. Providing wheel chair accessible is a good option to increase your star for about 0.2 stars. Your customer would like some alcohol in your bussiness.,"These sentences will affect the increase of business stars:
 I ordered a sandwich with all the freebies, unfortunately they neglected to tell me they were out of tomatoes forgot the Dijon also there were no cucumbers , then when I called to let them know, apparently I wasn't allowed to eat my sandwich after paying my hard earned money and waiting for my 
 I ordered a sandwich with all the freebies, unfortunately they neglected to tell me they were out of tomatoes forgot the Dijon also there were no cucumbers , then when I called to let them know, apparently I wasn't allowed to eat my sandwich after paying my hard earned m
 So I finally got my food and the bad and sand
These sentences will affect the decrease of business stars:
 I ordered a sandwich with all the freebies, unfortunately they neglected to tell me they were out of tomatoes forgot the Dijon also there were no cucumbers , then when I called to let them know, apparently I wasn't allowed to eat my sandwich after paying my hard earned money and waiting for my food to get the proper order I asked for (still without the tomatoes) and was supposed to wait for the new sandwich, which normally I would be ok with but as this has happened several 
Thought I would give it a second try waited twenty minutes for them to answer, then they told me they wouldn't 
 My only gripe that I will not deduct a star for is the fact that is your 
",53562.0,Middleton,501,17,5,1,3,1,4,2.5
Madison's,It is nice to provide street parking. Improving dinner sevice can help you raise about 0.2 stars. Your custormers love to have meal outside. Bike parking is a nice service. The noise level in your bussiness is too loud and it decrease your bussiness review about 0.2-0.6 stars. Providing wheel chair accessible is a good option to increase your star for about 0.2 stars. It is nice to provide alcohol and it does make your customer satisfied. ,"These sentences will affect the increase of business stars:
Great pizza sandwiches and salads.
It's nice to know I can go here at 9pm and 
 happens when inexperienced yuppie wannabes who just got their first expense account and decided to buy the khakis and striped shirts and try their first Dewars black label and stating that they're used to this good life 
These sentences will affect the decrease of business stars:
Madison's has some of my favorite fish tacos in Madison (I'm from San Die
 happens when inexperienced yuppie wannabes who just got their 
 I tried one of their speciality drinks with it, which was good, then tried just the vodka and sprite.
",53703.0,Madison,502,17,7,18,33,41,32,3.5
Fraboni's Italian Specialties & Delicatessen,Providing street parking can help you raise about 0.4 stars. Your bussiness does good in dinner meal. Your custormers love to have meal outside. Bike parking is a nice service. Your customers are satisfied with the noise level in your bussiness. Providing wheel chair accessible is a good option to increase your star for about 0.2 stars. It is nice to provide alcohol and it does make your customer satisfied. ,"These sentences will affect the increase of business stars:
  I recommend these guys to any
The two Fraboni's delis in Monona & Downtown are two of my favorite lunch 
The two Fraboni's delis in Monona & Downtown are two of my favorite 
These sentences will affect the decrease of business stars:
  Everything is of great quality and their sand
  Everything is of great quality and their sandwiches (Italian is my favorite but they are all awesome), their pizza kits to make home made pizzas with their crusts & s
  Yes I know everyone raves about the sand
",53716.0,Monona,503,17,1,0,4,10,21,4.5
La Concha,Providing street parking can help you raise about 0.4 stars. Improving dinner sevice can help you raise about 0.2 stars. Outdoor seating is another way to improve your stars for about 0.2 stars. Bike parking is a nice service. Your customers are satisfied with the noise level in your bussiness. Providing wheel chair accessible is a good option to increase your star for about 0.2 stars. Your customer would like some alcohol in your bussiness.Please provide free wifi in your bussiness.,"These sentences will affect the increase of business stars:
 Friendly staff and different options to make a delicious 
 Friendly staff and different options to 
Which is a shame because I would like to tell who ever 
These sentences will affect the decrease of business stars:
 This divine piece of fried dough 
 So a group of us went for some tortas 
I love this place because it reminds me of panaderia's I would visit in CA!
",53713.0,Madison,504,17,2,1,1,9,10,4.0
JB's Italian Grille,Providing street parking can help you raise about 0.4 stars. Improving dinner sevice can help you raise about 0.2 stars. Your custormers love to have meal outside. Your customer need place to park their bikes. It can help improve about 0.2 stars. Your customers are satisfied with the noise level in your bussiness. Providing wheel chair accessible is a good option to increase your star for about 0.2 stars. It is nice to provide alcohol and it does make your customer satisfied. ,"These sentences will affect the increase of business stars:
Awesome atmosphere, music, buffet 
Awesome atmosphere, music, buffet style 
Awesome atmosphere, music, buffet style lunch including 
These sentences will affect the decrease of business stars:
  Pieces of me are strewn about the bathroom floor, like a sad, broken china doll.
  When I'm awake all night begging for gastrointestinal mercy over some mediocre 
There is a new sign where JB's used to be called ""Daly's.
",53590.0,Sun Prairie,505,17,6,1,1,0,1,1.5
Ian's Pizza,It is nice to provide street parking. Your bussiness does good in dinner meal. Your custormers love to have meal outside. Bike parking is a nice service. Your customers are satisfied with the noise level in your bussiness. Providing wheel chair accessible is a good option to increase your star for about 0.2 stars. Your customer would like some alcohol in your bussiness.,"These sentences will affect the increase of business stars:
 The crust is just the right kind of crispy, service is always 
 Their Mac and cheese pizza is 
 Fast, friendly and efficient service, by a group of enthusiastic youngsters.
These sentences will affect the decrease of business stars:
 do we just sit at a table? do we order at the counter? can someone help us?We decided to order a whole pizza.
 It's creamy, wonderful richness seeps into the nooks and crannies of the thin yet a
 Their Mac and cheese pizza is perfect for any mood or craving and their 
",53703.0,Madison,506,17,31,23,58,137,189,4.0
Ella's Deli,Providing street parking can help you raise about 0.4 stars. Improving dinner sevice can help you raise about 0.2 stars. Outdoor seating is another way to improve your stars for about 0.2 stars. Bike parking is a nice service. The noise level in your bussiness is too loud and it decrease your bussiness review about 0.2-0.6 stars. Providing wheel chair accessible is a good option to increase your star for about 0.2 stars. Your customer would like some alcohol in your bussiness.Please provide free wifi in your bussiness.,"These sentences will affect the increase of business stars:
My wife grew up in Madison and 
 We have gone to Ella's on every trip that we make to Madison but have noticed that over the years it has be
  My friend and I came into Madison, WI every once in awhile and made it a point of stopping here for 
These sentences will affect the decrease of business stars:
 I first went 12 years ago with her family on my first visit to Madison and the 
 We have gone to Ella's on every trip that we make to Madison but have noticed that 
 While we didn't eat, the reviews of the 
",53704.0,Madison,507,17,61,46,52,61,38,3.0
The Boathouse,Providing street parking can help you raise about 0.4 stars. Improving dinner sevice can help you raise about 0.2 stars. Your custormers love to have meal outside. Bike parking is a nice service. Your customers are satisfied with the noise level in your bussiness. Providing wheel chair accessible is a good option to increase your star for about 0.2 stars. It is nice to provide alcohol and it does make your customer satisfied. ,"These sentences will affect the increase of business stars:
 It'd be better during the day when you can enjoy the 
 It'd be better during the day when you can 
First stop in Madison to grab a quick bite at the hotel and the view was totally worth it!
These sentences will affect the decrease of business stars:
I was disappointed in the ambiance of The Boathouse at night - dirty tables, slow 
 All in all mediocre food, bad 
 All in all mediocre food, bad service, but at 
",53703.0,Madison,508,17,27,22,10,7,10,2.5
Sa-Bai Thong Thai Cuisine,Providing street parking can help you raise about 0.4 stars. Improving dinner sevice can help you raise about 0.2 stars. Outdoor seating is another way to improve your stars for about 0.2 stars. Your customer need place to park their bikes. It can help improve about 0.2 stars. Your customers are satisfied with the noise level in your bussiness. Providing wheel chair accessible is a good option to increase your star for about 0.2 stars. It is nice to provide alcohol and it does make your customer satisfied. Please provide free wifi in your bussiness.,"These sentences will affect the increase of business stars:
 Peanut sauce along with a fresh crisp cucumber salad providing a nice bright acidic sweetness in a rice vinegar.
 And the pad thai (32) has such a wonderful mix of spices, it's the 
 And the pad thai (32) has such a 
These sentences will affect the decrease of business stars:
 Hers was also actually much moister than mine was.
 I ordered Beef Pad Thai for myself and chicken for my wife.
 Peanut sauce along with a fresh crisp cucumber salad providing a nice bright acidic sweetness in a rice vinegar.
",53705.0,Madison,509,17,1,0,2,2,1,3.5
Underground Kitchen,It is nice to provide street parking. Improving dinner sevice can help you raise about 0.2 stars. Outdoor seating is another way to improve your stars for about 0.2 stars. Your customer need place to park their bikes. It can help improve about 0.2 stars. Your customers are satisfied with the noise level in your bussiness. Providing wheel chair accessible is a good option to increase your star for about 0.2 stars. It is nice to provide alcohol and it does make your customer satisfied. ,"These sentences will affect the increase of business stars:
  Also, it's not cheap, but I think the 
 And as a response to other reviewers who complained of poor 
 They are sincere guys with a real and historical commitment to Madison and local, quality 
These sentences will affect the decrease of business stars:
  We started with a  cheese plate, then I had wheat berry 
Had a gnocchi dish as a main 
Tried the bread plate with marinated 
",53703.0,Madison,510,17,1,5,3,14,9,4.0
The Thirsty Goat,It is nice to provide street parking. Your bussiness does good in dinner meal. Your custormers love to have meal outside. Bike parking is a nice service. Your customers are satisfied with the noise level in your bussiness. Providing wheel chair accessible is really helpful.It is nice to provide alcohol and it does make your customer satisfied. ,"These sentences will affect the increase of business stars:
 It's close to my house, it has a great beer selection that's not gross Great Dane beer, and it's a frickin bbq joint.
  They've got a ton of craft beers on tap, which any bar these days probably should if they want to compete.
This place was near our hotel and looked like it had a great patio, so we decided to stop in for a small lunch.
These sentences will affect the decrease of business stars:
 The sauce itself was completely separated as if it had sat on the back of the fridge for weeks.
 It's close to my house, it has a great beer selection that's not gross Great Dane beer, and it's a frickin bbq joint.
 Service was decent - waitress was very friendly, but there were times when we were waiting for her to come back.
",53711.0,Fitchburg,511,18,20,19,29,35,25,3.0
Thai Basil,Providing street parking can help you raise about 0.4 stars. Your bussiness does good in dinner meal. Outdoor seating is another way to improve your stars for about 0.2 stars. Bike parking is a nice service. Your customers are satisfied with the noise level in your bussiness. Providing wheel chair accessible is a good option to increase your star for about 0.2 stars. Your customer would like some alcohol in your bussiness.Please provide free wifi in your bussiness.,"These sentences will affect the increase of business stars:
 Their evil jungle noodle is super good!
 Also, liked that they've allowed me to customized my dish an they were willing once to stay open 10 extra minutes after I called order in at closing time.
This is my favorite Thai place ever!
These sentences will affect the decrease of business stars:
 No longer appears to have even a 
 Their evil jungle noodle is super good!
 Some other places seem to make it even hotter when you 
",53719.0,Madison,512,18,5,6,13,34,48,4.0
8 Seasons Grille,It is nice to provide street parking. Improving dinner sevice can help you raise about 0.2 stars. Your custormers love to have meal outside. Bike parking is a nice service. Your customers are satisfied with the noise level in your bussiness. Providing wheel chair accessible is a good option to increase your star for about 0.2 stars. It is nice to provide alcohol and it does make your customer satisfied. ,"These sentences will affect the increase of business stars:
  The waiter was really nice too and did a 
  I recommend it if you're looking for a low key place to have a really decent meal for a 
  We had the porkchop and the fried chicken along with a few 
These sentences will affect the decrease of business stars:
  I think the location is a little strange and that's why people don't really 
 The mojitos were good, but I wanted a ginger basil one and they were out of it.
 I love that the menu changes so frequently, but unlike other places in Madison you can generally still find the full correct current menu on their website.
",53703.0,Madison,513,18,3,9,7,21,8,3.5
Madison Chocolate Company,It is nice to provide street parking. Improving dinner sevice can help you raise about 0.2 stars. Your custormers love to have meal outside. Bike parking is a nice service. Your customers are satisfied with the noise level in your bussiness. Providing wheel chair accessible is really helpful.Your customer would like some alcohol in your bussiness.,"These sentences will affect the increase of business stars:
This place hands down my new favorite coffee place.
 I've lived a lot of places and been to multiple coffee shops (even the original Starbucks in Seattle) and this one is STILL my fave.
 The space is beautiful and there are 
These sentences will affect the decrease of business stars:
 I've only had their iced mocha but they use their own chocolate so it's delicious and I don't have to ask for extra mocha like I usually have to with other coffee shops.
 Before this place I went to moka(which is also delicious) but it doesn't have a nice atmosphere in
 The chocolate ganache is a thick European hot chocolate served with a 
",53711.0,Madison,514,18,0,1,0,7,26,4.5
Which Wich,Providing street parking can help you raise about 0.4 stars. Improving dinner sevice can help you raise about 0.2 stars. Your custormers love to have meal outside. Bike parking is a nice service. Your customers are satisfied with the noise level in your bussiness. Providing wheel chair accessible is a good option to increase your star for about 0.2 stars. Your customer would like some alcohol in your bussiness.,"These sentences will affect the increase of business stars:
Am I the only one who suspects this place was established around a catchy kitschy business name? The Last Thing I want to do when hungry is try to navigate an overly complicated sandwich making-and-ordering system!
  Also the sandwich artist made me a 
Another attraction: they cater to vegetarian, gluten free, dairy free, you name it!
These sentences will affect the decrease of business stars:
 The sandwich was good, I'd compare it to Potbelly's? Maybe kinda? But potbellys is quite a bit 
 I think the concept is fun and the food is usually quite delicious.
Another attraction: they cater to vegetarian, gluten free, dairy free, you name it!
",53562.0,Middleton,515,18,5,4,10,13,8,3.5
Pho Nam Noodle House,Providing street parking can help you raise about 0.4 stars. Your bussiness does good in dinner meal. Outdoor seating is another way to improve your stars for about 0.2 stars. Your customer need place to park their bikes. It can help improve about 0.2 stars. Your customers are satisfied with the noise level in your bussiness. Providing wheel chair accessible is a good option to increase your star for about 0.2 stars. It is nice to provide alcohol and it does make your customer satisfied. Please provide free wifi in your bussiness.,"These sentences will affect the increase of business stars:
 The price is a bit lower than similar restaurants, maybe it's because its location, while the taste is 
 The price is a bit lower than similar restaurants, 
 Small, family owned restaurant, they've 
These sentences will affect the decrease of business stars:
Like this better than Saigon, although this one is a little bit far away from where I live and 
 If it were closer to home, I'd definitely go 
 I have eaten the seafood with rice noodles at Pho Nam three times, and I keep going 
",53717.0,Madison,516,18,9,12,16,62,64,4.0
Prairie Lanes,Providing street parking can help you raise about 0.4 stars. Improving dinner sevice can help you raise about 0.2 stars. Your custormers love to have meal outside. Bike parking is a nice service. The noise level in your bussiness is too loud and it decrease your bussiness review about 0.2-0.6 stars. Providing wheel chair accessible is a good option to increase your star for about 0.2 stars. It is nice to provide alcohol and it does make your customer satisfied. ,"These sentences will affect the increase of business stars:
The next thing we know it's taken an hour and a half to play just one round of bowling and the staff has 
  We waited 45 minutes from the time we ordered to receive our 
  I did speak to the manager on duty and he gave us a 30% discount for our trouble, but had to 
These sentences will affect the decrease of business stars:
  It's only 5 miles further down the road, has better equipment, AND customer 
  It's only 5 miles further down the road, has 
We went here today with a party of fo
",53590.0,Sun Prairie,517,18,2,0,4,2,2,3.5
Lazy Jane's,It is nice to provide street parking. Improving dinner sevice can help you raise about 0.2 stars. Outdoor seating is another way to improve your stars for about 0.2 stars. Bike parking is a nice service. Your customers are satisfied with the noise level in your bussiness. Providing wheel chair accessible is a good option to increase your star for about 0.2 stars. Your customer would like some alcohol in your bussiness.Please provide free wifi in your bussiness.,"These sentences will affect the increase of business stars:
 The baked goods are perfection and they even have delicious coffee.
 A lot of times bakeries focus only on the food and have bad coffee and I love my coffee in the morning!
 The scones were really tasty but they were too big for us to finish but we still enjoyed them.
These sentences will affect the decrease of business stars:
 Every baked good I have had here has been good but the morning buns are my favorite.
 I didn't expect they would have a parking lot but there weren't any spots available so no worries, we still found one right on the street.
  But go chill out upstairs when they are 
",53703.0,Madison,518,18,6,10,31,121,117,4.0
City Bar,It is nice to provide street parking. Improving dinner sevice can help you raise about 0.2 stars. Outdoor seating is another way to improve your stars for about 0.2 stars. Bike parking is a nice service. The noise level in your bussiness is too loud and it decrease your bussiness review about 0.2-0.6 stars. Providing wheel chair accessible is a good option to increase your star for about 0.2 stars. It is nice to provide alcohol and it does make your customer satisfied. ,"These sentences will affect the increase of business stars:
 It can get a bit claustrophobic on the crowded weekends and sometimes the bar specials aren't as 
-1: Very, very, very long walk to the bathroom which involves crossing the entire bar length if you are on the side with windows and then going up the stairs (if I remember correctly)A girl ran up to me frantic and 
+1: You never have to wait too long for a drink, even when crowded +1: the 
These sentences will affect the decrease of business stars:
  we don't have skyscrapers in madison, so there yo
  I really dug the atmosphere: very low-key, with mood 
+1: Mango infused vodka that is hard to find elsewhere+1: (I forgot my ID and the bouncer let me in.
",53703.0,Madison,519,18,3,4,11,16,10,3.5
Oscar's Qcos Mexican Restaurant,Providing street parking can help you raise about 0.4 stars. Improving dinner sevice can help you raise about 0.2 stars. Your custormers love to have meal outside. Bike parking is a nice service. Your customers are satisfied with the noise level in your bussiness. Providing wheel chair accessible is a good option to increase your star for about 0.2 stars. It is nice to provide alcohol and it does make your customer satisfied. ,"These sentences will affect the increase of business stars:
Took 2 hours, they tried to charge me an extra dollar that wasn't specified on the 
 The menu is huge and has something for everyone.
Went on a Tuesday for bogo margaritas which were very good.
These sentences will affect the decrease of business stars:
Took 2 hours, they tried to charge me an extra dollar that wasn't specified on the menu, and my friend's choripollo had a piece of rock (slate I think) about the size of a grain of 
  The salsa was good, the food tasted 
Took 2 hours, they tried to charge me an extra dollar that wasn't specified on the menu, and my 
",53562.0,Middleton,520,18,0,1,2,1,0,3.0
Doug's Soul Food Cafe,Providing street parking can help you raise about 0.4 stars. Improving dinner sevice can help you raise about 0.2 stars. Outdoor seating is another way to improve your stars for about 0.2 stars. Your customer need place to park their bikes. It can help improve about 0.2 stars. Your customers are satisfied with the noise level in your bussiness. Providing wheel chair accessible is a good option to increase your star for about 0.2 stars. Your customer would like some alcohol in your bussiness.,"These sentences will affect the increase of business stars:
While not all of the side dishes that Doug's offers are spectacular, many of them are quite good (the hush puppies, for sure, and also the collard greens), and the fried chicken is truly to die for.
  It reminds me of other small, family-owned businesses that I love that might not have a huge decorating budget or design aesthetic, but know how to treat you right and feed you well.
  It is some of the most well seasoned, perfectly cooked fried chicken I've ever had.
These sentences will affect the decrease of business stars:
  It is some of the most well seasoned, perfectly cooked fried chicken I've ever had.
  I'd advise calling in your order about 20 minutes in advance, as the chicken and ribs are made to order.
Especially now that Kipp's Soul Food has closed, Doug's Soul Food really is *the* place for soul food in Madison.
",53713.0,Madison,521,18,0,2,0,4,1,3.5
Papa Murphy's,Providing street parking can help you raise about 0.4 stars. Improving dinner sevice can help you raise about 0.2 stars. Outdoor seating is another way to improve your stars for about 0.2 stars. Your customer need place to park their bikes. It can help improve about 0.2 stars. Your customers are satisfied with the noise level in your bussiness. Providing wheel chair accessible is a good option to increase your star for about 0.2 stars. It is nice to provide alcohol and it does make your customer satisfied. ,"These sentences will affect the increase of business stars:
 Every component of the pizza is 
The staff there is already friendly , fast 
  The staff is always friendly and professional, always has our pizza ready in 5 to 7 minutes, and the pizzas are outstanding!
These sentences will affect the decrease of business stars:
Papa murphies is hands down my 
  The staff is always friendly and professional, always has our pizza ready in 5 to 7 minutes, and the pizzas are outstanding!
",53575.0,Oregon,522,18,0,1,0,1,3,2.5
Benvenuto's Italian Grill,Providing street parking can help you raise about 0.4 stars. Improving dinner sevice can help you raise about 0.2 stars. Outdoor seating is another way to improve your stars for about 0.2 stars. Bike parking is a nice service. Your customers are satisfied with the noise level in your bussiness. Providing wheel chair accessible is a good option to increase your star for about 0.2 stars. It is nice to provide alcohol and it does make your customer satisfied. ,"These sentences will affect the increase of business stars:
I ordered the spicy chicken Cajun pasta for my husband which he said was pretty 
Stayed in the hotel, so didn't 
 Its an ok place if you have to eat while you're staying in Holiday Inn, bar is pretty 
These sentences will affect the decrease of business stars:
 Everything is loaded with cheese and grease.
 After sitting In a really long class the last 
 After sitting In a really long class the 
",53717.0,Middleton,523,18,7,9,6,5,10,3.0
